,room_type,accommodates,bedrooms,beds,host_response_rate,latitude,longitude,number_of_reviews,review_scores_rating,bath_size,bath_type,price_log
269,Private room,2,1.0,2.0,98,13.73386,100.52322,0,0.0,1.0,bath,7.649692623711514
270,Entire home/apt,4,2.0,2.0,90,13.71972,100.54924,25,4.92,2.0,bath,7.4342573821331355
271,Private room,2,1.0,1.0,98,13.73227,100.52112,3,4.67,1.0,bath,7.916807490937603
272,Entire home/apt,2,1.0,1.0,80,13.74162,100.47567,2,5.0,1.0,bath,7.24422751560335
273,Private room,2,3.0,1.0,0,13.7318,100.52351,0,0.0,1.5,shared bath,6.887552571664617
274,Entire home/apt,2,1.0,1.0,0,13.77672,100.83851,1,5.0,2.0,bath,9.066239028001926
275,Private room,2,1.0,1.0,98,13.7319,100.52202,10,4.4,1.0,bath,7.549609165154532
276,Entire home/apt,2,1.0,1.0,0,13.77624,100.83931,1,4.0,1.0,bath,8.149890544402423
277,Entire home/apt,3,1.0,1.0,100,13.7141,100.64207,0,0.0,1.0,bath,6.911747300251674
278,Private room,2,1.0,1.0,0,13.73833,100.55635,40,4.13,1.0,private bath,7.205635176410364
279,Entire home/apt,4,2.0,2.0,80,13.74308,100.47737,1,2.0,1.0,bath,7.90100705199242
280,Entire home/apt,5,2.0,3.0,100,13.72135,100.508,256,4.84,3.5,bath,8.978282203272398
281,Entire home/apt,2,1.0,1.0,100,13.72067,100.54706,181,4.67,1.0,bath,6.620073206530356
282,Entire home/apt,6,3.0,4.0,93,13.73757,100.56994,24,4.58,3.0,bath,9.21024036697585
283,Private room,2,1.0,1.0,90,13.73749,100.63279,14,4.14,1.0,private bath,8.987196820661973
284,Private room,2,1.0,1.0,0,13.81674,100.56603,0,0.0,1.0,private bath,7.090076835776092
285,Private room,2,1.0,1.0,98,13.73217,100.52297,1,5.0,1.0,bath,7.916807490937603
286,Private room,2,1.0,1.0,98,13.73352,100.52143,2,4.0,1.0,bath,7.895808377083183
287,Entire home/apt,3,1.0,1.0,100,13.72065,100.54713,278,4.55,1.0,bath,6.745236349484363
288,Private room,2,1.0,2.0,98,13.73418,100.5226,3,4.33,1.0,bath,7.579167967396076
289,Private room,2,1.0,1.0,0,13.83165,100.52765,0,0.0,1.0,bath,6.035481432524756
290,Entire home/apt,2,1.0,1.0,100,13.66352,100.64885,23,5.0,1.0,bath,6.856461984594587
291,Private room,2,1.0,1.0,90,13.73618,100.63117,13,4.54,1.0,private bath,6.856461984594587
292,Entire home/apt,4,2.0,4.0,100,13.83235,100.5228,37,4.89,1.5,bath,7.313220387090301
293,Entire home/apt,5,2.0,3.0,100,13.68401,100.61513,60,4.78,1.0,bath,7.552237287560802
294,Entire home/apt,2,1.0,1.0,100,13.72351,100.61641,0,0.0,1.0,bath,7.51479976048867
295,Entire home/apt,2,1.0,1.0,100,13.66375,100.64965,41,4.8,1.0,bath,6.856461984594587
296,Entire home/apt,5,2.0,3.0,100,13.81891,100.66408,37,4.69,2.0,bath,7.170119543449628
297,Entire home/apt,2,1.0,1.0,100,13.67907,100.52887,26,4.42,1.0,bath,6.840546529288687
298,Entire home/apt,2,1.0,1.0,0,13.67892,100.5265,0,0.0,1.0,bath,7.495541943884256
299,Entire home/apt,2,1.0,2.0,100,13.80556,100.56883,24,4.48,1.0,bath,6.380122536899765
300,Entire home/apt,6,3.0,2.0,0,13.84645,100.69468,0,0.0,2.0,bath,7.600902459542082
301,Entire home/apt,4,2.0,2.0,100,13.72162,100.5075,91,4.63,2.0,bath,7.719129840906732
302,Private room,2,1.0,1.0,90,13.73584,100.63094,3,4.33,1.0,private bath,6.856461984594587
303,Entire home/apt,3,1.0,2.0,100,13.70309,100.60269,21,4.85,1.0,bath,7.313220387090301
304,Entire home/apt,4,1.0,1.0,100,13.70482,100.60336,16,4.88,1.0,bath,7.549609165154532
305,Entire home/apt,3,1.0,3.0,100,13.82955,100.52119,0,0.0,1.0,bath,6.907755278982137
306,Private room,2,1.0,2.0,90,13.73601,100.63298,9,4.63,1.0,private bath,6.684611727667927
307,Private room,2,1.0,1.0,100,13.72479,100.53039,11,4.56,1.0,bath,6.590301048196686
308,Entire home/apt,8,3.0,4.0,93,13.7361,100.5704,25,4.88,3.0,bath,9.21024036697585
309,Entire home/apt,2,1.0,1.0,0,13.7142,100.59233,0,0.0,1.0,bath,6.763884908562435
310,Private room,2,1.0,2.0,90,13.736,100.63322,9,4.67,1.0,private bath,6.60934924316738
311,Private room,2,1.0,1.0,0,13.75941,100.55571,0,0.0,1.0,bath,7.313220387090301
312,Entire home/apt,2,1.0,1.0,67,13.74914,100.60628,3,5.0,1.0,bath,6.946013991099227
313,Private room,2,1.0,1.0,100,13.72386,100.52563,0,0.0,1.0,bath,6.684611727667927
314,Entire home/apt,4,2.0,3.0,0,13.7467,100.54295,2,5.0,2.5,bath,9.082507000466299
315,Entire home/apt,4,2.0,2.0,100,13.79203,100.54336,153,4.93,1.5,bath,7.284134806195205
316,Private room,2,1.0,1.0,0,13.71747,100.5804,1,5.0,1.0,private bath,7.170119543449628
317,Private room,2,1.0,1.0,0,13.70597,100.59998,1,3.0,1.0,private bath,6.956545443151569
318,Entire home/apt,2,1.0,1.0,0,13.83028,100.57065,9,4.89,1.0,bath,6.763884908562435
319,Entire home/apt,4,1.0,2.0,100,13.74444,100.54409,19,4.32,1.0,bath,8.142063283104147
320,Private room,2,1.0,1.0,0,13.65979,100.60643,4,5.0,1.0,bath,6.551080335043404
321,Private room,3,1.0,1.0,100,13.73693,100.61644,0,0.0,1.0,private bath,6.911747300251674
322,Entire home/apt,4,2.0,2.0,100,13.73861,100.57353,34,4.71,2.0,bath,7.600902459542082
323,Entire home/apt,4,2.0,2.0,0,13.75409,100.53552,0,0.0,2.0,bath,8.185071477532283
324,Entire home/apt,3,1.0,1.0,100,13.74373,100.54257,25,4.44,1.0,bath,8.114623886420098
325,Entire home/apt,7,3.0,6.0,100,13.73958,100.5865,252,4.78,2.0,bath,8.459564078579602
326,Entire home/apt,2,1.0,1.0,100,13.71261,100.51296,251,4.78,1.0,bath,6.684611727667927
327,Entire home/apt,4,2.0,3.0,90,13.80733,100.53038,4,5.0,2.0,bath,7.519149957669823
328,Entire home/apt,2,1.0,2.0,100,13.74551,100.54235,1,5.0,1.0,bath,8.160518247477505
329,Entire home/apt,2,1.0,1.0,100,13.71199,100.5116,115,4.31,1.0,bath,6.620073206530356
330,Entire home/apt,4,2.0,2.0,0,13.74582,100.5633,159,4.66,1.0,bath,7.52294091807237
331,Entire home/apt,3,1.0,1.0,100,13.73786,100.64065,11,4.73,1.0,bath,7.208600337960199
332,Private room,3,1.0,2.0,100,13.73094,100.5954,45,4.89,1.5,bath,6.4457198193855785
333,Entire home/apt,2,1.0,1.0,100,13.76007,100.51349,57,4.93,1.0,bath,7.090076835776092
334,Entire home/apt,2,1.0,2.0,100,13.74322,100.5564,61,4.85,1.0,bath,7.10002716662926
335,Private room,2,1.0,1.0,0,13.78647,100.54773,17,4.59,1.0,private bath,7.526717561352706
336,Private room,4,1.0,1.0,0,13.72468,100.56838,0,0.0,1.0,bath,8.006367567650246
337,Entire home/apt,3,1.0,1.0,100,13.81892,100.56602,75,4.62,1.0,bath,6.946013991099227
338,Entire home/apt,2,1.0,1.0,100,13.71304,100.51213,12,4.64,1.0,bath,7.170119543449628
339,Entire home/apt,4,2.0,2.0,100,13.71759,100.51373,218,4.53,1.0,bath,7.438383530044307
340,Private room,2,1.0,1.0,86,13.77458,100.67411,16,4.19,1.0,bath,5.966146739123692
341,Private room,2,1.0,1.0,0,13.78318,100.74785,0,0.0,1.0,bath,7.3901814282264295
342,Private room,2,1.0,2.0,0,13.78115,100.7482,0,0.0,1.0,bath,7.3901814282264295
343,Entire home/apt,2,1.0,1.0,0,13.68469,100.60719,2,5.0,1.0,bath,7.162397497355718
344,Private room,7,2.0,8.0,100,13.73198,100.59549,12,4.92,2.5,shared bath,6.684611727667927
345,Entire home/apt,2,1.0,1.0,0,13.70991,100.59164,130,4.8,1.0,bath,6.684611727667927
346,Private room,3,1.0,2.0,99,13.74771,100.49931,61,4.67,1.0,private bath,8.173293438966228
347,Private room,2,1.0,1.0,100,13.7703,100.63148,0,0.0,1.0,bath,7.552237287560802
348,Private room,3,1.0,2.0,0,13.71805,100.59001,0,0.0,2.0,bath,8.395929103923198
349,Private room,3,2.0,2.0,100,13.708,100.60072,25,4.91,1.0,bath,7.313220387090301
350,Entire home/apt,2,1.0,1.0,100,13.76479626,100.5647812,302,4.92,1.0,bath,6.897704943128636
351,Private room,3,1.0,1.0,100,13.69952,100.6077,10,5.0,1.0,private bath,6.7912214627261855
352,Private room,2,1.0,1.0,0,13.74474,100.55718,1,5.0,1.0,private bath,7.1308988302963465
353,Private room,2,1.0,1.0,0,13.70719,100.60582,0,0.0,1.0,bath,7.438383530044307
354,Private room,2,1.0,2.0,98,13.73427,100.52155,4,4.5,1.0,bath,7.471363088187097
355,Private room,2,1.0,1.0,100,13.72156,100.50605,1,3.0,1.0,bath,6.588926477533519
356,Entire home/apt,2,1.0,1.0,0,13.72982,100.52558,33,4.75,1.0,bath,7.003065458786462
357,Shared room,4,1.0,4.0,100,13.75285,100.53742,25,4.8,2.0,shared bath,6.1092475827643655
358,Entire home/apt,3,1.0,1.0,0,13.71303,100.50001,3,4.67,1.0,bath,7.313220387090301
359,Entire home/apt,2,1.0,2.0,100,13.71066,100.48007,6,4.6,1.0,bath,6.810142450115136
360,Entire home/apt,2,1.0,1.0,100,13.72582,100.5704,27,4.78,1.0,bath,6.897704943128636
361,Entire home/apt,2,1.0,1.0,100,13.72066,100.54713,106,4.54,1.0,bath,6.476972362889683
362,Hotel room,4,1.0,1.0,100,13.73256,100.59577,24,4.58,1.0,private bath,6.476972362889683
363,Private room,2,1.0,1.0,0,13.71097,100.58523,0,0.0,1.0,bath,6.907755278982137
364,Entire home/apt,2,1.0,1.0,100,13.70074,100.52732,25,4.48,1.0,bath,6.7912214627261855
365,Private room,3,1.0,3.0,0,13.70968,100.51419,0,0.0,1.0,bath,7.643482907077201
366,Entire home/apt,3,1.0,1.0,100,13.746885,100.558998,238,4.74,1.0,bath,7.22983877815125
367,Entire home/apt,3,1.0,1.0,100,13.79031,100.57423,24,4.88,1.0,bath,7.090076835776092
368,Entire home/apt,3,1.0,1.0,100,13.746899,100.558998,218,4.65,1.0,bath,7.047517221357296
369,Entire home/apt,2,1.0,1.0,100,13.7427,100.57013,41,4.8,1.0,bath,7.003065458786462
370,Private room,2,1.0,1.0,0,13.73244,100.5216,0,0.0,1.0,bath,7.538494999413465
371,Entire home/apt,4,2.0,2.0,100,13.73537,100.58466,50,4.61,1.5,bath,8.029758520440822
372,Entire home/apt,2,1.0,1.0,0,13.68005,100.60938,38,4.71,1.0,bath,6.683360945766275
373,Entire home/apt,2,1.0,1.0,100,13.72402,100.57832,20,4.7,1.0,bath,7.618742377670413
374,Entire home/apt,2,1.0,1.0,0,13.71067,100.452,3,4.67,1.0,bath,6.715383386334681
375,Entire home/apt,3,1.0,2.0,83,13.68585,100.61037,36,4.83,1.0,bath,6.906754778648554
376,Private room,2,1.0,1.0,90,13.73754,100.63129,37,4.68,1.0,private bath,6.551080335043404
377,Entire home/apt,3,1.0,1.0,93,13.71937,100.53883,21,4.9,1.0,bath,6.684611727667927
378,Private room,2,1.0,1.0,40,13.74763,100.5283,20,4.6,1.0,bath,7.600902459542082
379,Private room,8,3.0,1.0,0,13.71762,100.57892,0,0.0,6.5,bath,8.517193191416238
381,Entire home/apt,2,1.0,1.0,0,13.74699,100.54616,70,4.63,1.0,bath,8.160518247477505
382,Entire home/apt,7,2.0,3.0,0,13.77496,100.57364,181,4.66,1.5,bath,7.208600337960199
383,Private room,4,1.0,3.0,99,13.74941,100.49719,2,4.5,1.0,private bath,8.266678443305896
384,Entire home/apt,3,1.0,1.0,100,13.706226,100.598396,37,4.68,1.0,bath,7.269616749608169
385,Hotel room,3,1.0,3.0,99,13.7477,100.49783,10,5.0,1.0,shared bath,8.271292652979412
386,Entire home/apt,3,1.0,2.0,0,13.73929,100.44774,123,4.63,1.0,bath,5.991464547107982
387,Private room,2,1.0,1.0,0,13.73826,100.58525,0,0.0,1.0,bath,7.600902459542082
388,Private room,2,1.0,1.0,0,13.74521,100.56804,3,5.0,1.0,bath,7.427738840532894
389,Private room,2,1.0,2.0,0,13.72792,100.58774,0,0.0,2.0,bath,8.160518247477505
390,Private room,2,1.0,2.0,0,13.72815,100.58755,0,0.0,2.0,bath,8.160518247477505
391,Entire home/apt,2,1.0,1.0,0,13.67571,100.65415,0,0.0,1.0,bath,7.090076835776092
392,Entire home/apt,2,1.0,1.0,100,13.72062,100.54707,103,4.65,1.0,bath,6.385194398997726
393,Entire home/apt,3,1.0,2.0,100,13.72077,100.54692,248,4.84,1.0,bath,7.090076835776092
394,Private room,3,1.0,2.0,100,13.80406,100.57064,0,0.0,1.5,bath,6.248042874508429
395,Entire home/apt,2,1.0,1.0,97,13.71882,100.54796,16,4.38,1.0,bath,7.882314918980268
396,Private room,2,1.0,1.0,0,13.83442,100.57082,0,0.0,1.0,bath,7.003065458786462
397,Entire home/apt,4,2.0,2.0,97,13.71959,100.5486,183,4.59,2.0,bath,8.028455164114252
398,Entire home/apt,3,1.0,1.0,100,13.72075,100.54692,233,4.8,1.0,bath,7.27931883541462
399,Entire home/apt,2,1.0,2.0,0,13.74124,100.53352,0,0.0,1.0,bath,8.356554845453426
400,Entire home/apt,3,2.0,2.0,0,13.70408,100.59999,0,0.0,2.0,bath,7.639161171659173
401,Entire home/apt,2,1.0,1.0,100,13.72075,100.5469,91,4.85,1.0,bath,7.27931883541462
402,Private room,2,1.0,1.0,0,13.79827,100.57379,0,0.0,1.0,bath,7.696212639346407
403,Private room,2,1.0,1.0,100,13.74468,100.543,15,4.0,1.0,bath,7.368970402194793
404,Private room,2,1.0,1.0,100,13.78905,100.57354,26,4.77,1.0,bath,6.396929655216146
405,Entire home/apt,2,1.0,1.0,75,13.86789,100.60451,34,4.62,1.0,bath,7.090076835776092
406,Entire home/apt,3,1.0,2.0,100,13.75018,100.53277,73,4.6,1.0,bath,7.047517221357296
407,Entire home/apt,2,1.0,1.0,100,13.78898,100.54582,33,4.91,1.0,bath,7.552237287560802
408,Entire home/apt,2,1.0,1.0,100,13.67896,100.61232,66,4.56,1.0,bath,5.991464547107982
409,Private room,1,4.0,1.0,29,13.73784,100.56407,0,0.0,1.0,bath,6.551080335043404
411,Entire home/apt,2,1.0,1.0,0,13.71037,100.62355,0,0.0,1.0,bath,6.507277712385012
412,Entire home/apt,2,1.0,1.0,0,13.81658,100.5787,0,0.0,1.0,bath,6.963189985870238
413,Entire home/apt,4,2.0,4.0,0,13.73078,100.59043,0,0.0,3.0,bath,8.006367567650246
414,Private room,2,1.0,1.0,0,13.82955,100.5428,0,0.0,1.0,bath,6.907755278982137
415,Entire home/apt,3,3.0,2.0,67,13.92277,100.58107,0,0.0,3.0,bath,7.600902459542082
416,Private room,2,1.0,1.0,0,13.73898,100.61394,0,0.0,1.0,bath,7.233455418621439
417,Private room,6,3.0,6.0,100,13.75545,100.50362,1,5.0,10.0,shared bath,7.448333860897476
418,Entire home/apt,3,1.0,1.0,100,13.68495,100.49906,7,4.86,1.0,bath,6.802394763324311
419,Entire home/apt,2,1.0,1.0,100,13.80646,100.56226,8,4.63,1.0,bath,7.701200180857446
420,Private room,2,1.0,1.0,0,13.69406,100.59619,0,0.0,1.0,bath,6.984716320118266
421,Entire home/apt,4,2.0,2.0,100,13.73359,100.57397,33,4.21,2.0,bath,7.705262474866325
422,Entire home/apt,2,1.0,1.0,100,13.71331,100.49882,17,4.88,1.0,bath,7.27931883541462
423,Entire home/apt,4,2.0,2.0,0,13.7293,100.52908,14,4.71,2.0,bath,7.313220387090301
424,Entire home/apt,4,1.0,2.0,100,13.80977,100.569,5,4.75,1.0,bath,7.600902459542082
425,Private room,2,1.0,1.0,90,13.73585,100.63108,35,4.57,1.0,private bath,8.987196820661973
426,Entire home/apt,4,1.0,1.0,100,13.75059,100.5556,63,4.66,1.0,bath,7.371489295214277
427,Entire home/apt,3,1.0,1.0,100,13.78001,100.54283,69,4.97,1.0,bath,7.090076835776092
428,Entire home/apt,2,1.0,1.0,88,13.78231,100.54341,110,4.77,1.0,bath,7.408530566894626
429,Entire home/apt,3,2.0,2.0,100,13.78242,100.57513,115,4.76,1.0,bath,7.047517221357296
430,Entire home/apt,3,1.0,1.0,100,13.74011,100.55798,2,5.0,1.0,bath,7.671826797878781
431,Shared room,4,1.0,2.0,78,13.72167,100.50761,1,5.0,3.0,shared bath,5.799092654460526
432,Entire home/apt,3,1.0,3.0,100,13.71014,100.50364,92,4.82,1.0,bath,7.0707241072602764
433,Entire home/apt,3,1.0,3.0,100,13.71031,100.50235,84,4.88,1.0,bath,7.0707241072602764
434,Entire home/apt,3,1.0,1.0,94,13.68106,100.5078,8,4.71,1.0,bath,6.551080335043404
435,Entire home/apt,2,1.0,1.0,0,13.81936,100.53637,36,4.86,1.5,bath,6.763884908562435
436,Private room,3,2.0,1.0,0,13.84514,100.76442,0,0.0,1.0,shared bath,6.950814768442584
437,Private room,2,1.0,2.0,98,13.73215,100.5214,3,4.67,1.0,bath,7.495541943884256
438,Shared room,16,1.0,1.0,100,13.75989,100.4999,31,4.39,3.0,shared bath,6.206575926724928
439,Entire home/apt,2,1.0,1.0,0,13.72297,100.50815,9,4.67,1.0,bath,6.214608098422191
440,Entire home/apt,2,1.0,1.0,100,13.68102,100.61227,151,4.54,1.0,bath,6.253828811575473
441,Entire home/apt,2,1.0,1.0,100,13.71453,100.51174,47,4.51,1.0,bath,6.906754778648554
442,Entire home/apt,2,1.0,1.0,100,13.69768,100.60777,1,5.0,1.0,bath,7.090076835776092
443,Private room,2,1.0,1.0,93,13.80663,100.51206,0,0.0,1.0,private bath,6.996681488176539
444,Private room,2,1.0,2.0,0,13.81556,100.61063,1,1.0,1.0,private bath,6.802394763324311
445,Private room,2,1.0,1.0,0,13.78087,100.57255,0,0.0,1.0,bath,6.684611727667927
446,Entire home/apt,2,1.0,1.0,0,13.73925,100.55807,22,4.33,1.0,bath,7.233455418621439
447,Private room,2,1.0,1.0,98,13.73349,100.52333,4,4.25,1.0,bath,7.549609165154532
448,Entire home/apt,2,1.0,1.0,100,13.68494,100.60537,32,4.94,1.0,bath,6.612041034833092
449,Entire home/apt,3,1.0,1.0,100,13.80786,100.57013,332,4.89,1.0,bath,7.528331766707247
450,Private room,2,1.0,1.0,0,13.70489,100.66969,0,0.0,1.0,private bath,6.54965074223381
451,Private room,2,1.0,1.0,0,13.70675,100.67085,0,0.0,1.0,private bath,6.54965074223381
452,Entire home/apt,3,1.0,1.0,0,13.69589,100.53495,0,0.0,1.0,bath,7.313220387090301
453,Entire home/apt,2,1.0,1.0,0,13.67747,100.52811,0,0.0,1.0,bath,7.0967213784947605
454,Entire home/apt,8,4.0,4.0,11,13.79016,100.78797,0,0.0,3.0,bath,9.159047077588632
455,Entire home/apt,5,3.0,3.0,71,13.6753,100.59922,8,4.5,2.0,bath,7.639161171659173
456,Entire home/apt,4,1.0,1.0,0,13.72363,100.51109,1,5.0,1.0,bath,8.185071477532283
457,Entire home/apt,6,3.0,5.0,100,13.71045,100.52223,166,4.54,3.0,bath,8.668711839055147
458,Private room,2,1.0,1.0,0,13.70624,100.49502,0,0.0,1.0,bath,7.313220387090301
459,Entire home/apt,2,1.0,1.0,100,13.82419,100.55235,2,4.0,1.0,bath,6.907755278982137
460,Entire home/apt,3,1.0,1.0,100,13.73251,100.52679,374,4.93,1.0,bath,7.090076835776092
461,Entire home/apt,2,1.0,1.0,100,13.746896,100.558998,188,4.79,1.0,bath,7.45298232946546
462,Private room,4,1.0,1.0,0,13.83848,100.57947,4,5.0,1.0,bath,6.476972362889683
463,Entire home/apt,3,1.0,1.0,100,13.74696,100.52725,113,4.74,1.0,bath,6.907755278982137
464,Entire home/apt,4,1.0,1.0,0,13.70818,100.49716,7,4.67,1.0,bath,7.177782416195197
465,Entire home/apt,3,2.0,2.0,100,13.77481,100.54546,59,4.69,2.0,bath,7.413970290190444
466,Entire home/apt,2,1.0,1.0,100,13.86556,100.61861,0,0.0,1.0,bath,6.763884908562435
467,Entire home/apt,3,1.0,1.0,100,13.6886,100.60747,0,0.0,2.0,bath,7.793174347189205
468,Entire home/apt,4,2.0,2.0,100,13.72168,100.61818,29,4.03,1.0,bath,7.415776975415394
469,Entire home/apt,2,1.0,1.0,100,13.74674,100.54233,1,5.0,1.0,bath,8.48632152774915
470,Entire home/apt,4,2.0,2.0,0,13.775,100.54037,1,5.0,3.0,bath,7.4570320891223805
471,Entire home/apt,2,1.0,1.0,100,13.71284,100.51466,57,4.45,1.0,bath,6.80128303447162
472,Entire home/apt,2,1.0,1.0,100,13.75026,100.55641,73,4.86,1.5,bath,7.395721608602045
473,Entire home/apt,4,2.0,2.0,100,13.72904,100.53521,17,4.24,2.0,bath,8.236155661683124
474,Entire home/apt,2,1.0,1.0,50,13.72597,100.53111,94,4.58,1.5,bath,6.7912214627261855
475,Shared room,2,1.0,2.0,100,13.75202,100.53685,12,5.0,2.0,shared bath,6.877296071497429
476,Private room,3,1.0,1.0,100,13.73313,100.56259,7,4.86,1.0,private bath,8.491054533806542
477,Shared room,8,1.0,8.0,100,13.75183,100.53677,105,4.89,2.0,shared bath,5.942799375126701
478,Entire home/apt,2,1.0,1.0,100,13.82095,100.53517,21,4.81,1.0,bath,6.620073206530356
479,Private room,3,1.0,1.0,100,13.73313,100.56259,27,4.89,1.0,private bath,8.491054533806542
480,Entire home/apt,2,1.0,2.0,100,13.70527,100.60015,44,4.93,1.0,bath,7.010311867307229
481,Shared room,4,1.0,4.0,100,13.75212,100.53687,10,4.78,2.0,shared bath,6.1092475827643655
482,Shared room,8,1.0,8.0,100,13.75193,100.53688,9,5.0,2.0,shared bath,5.846438775057725
483,Shared room,6,1.0,6.0,100,13.75195,100.53686,50,4.8,2.0,shared bath,6.030685260261263
484,Entire home/apt,3,1.0,2.0,100,13.72073,100.5469,280,4.8,1.0,bath,7.053585727193677
485,Entire home/apt,4,2.0,2.0,0,13.7198,100.51101,3,4.67,2.5,bath,8.245121966478605
486,Entire home/apt,3,1.0,1.0,86,13.77459,100.67264,34,4.68,1.0,bath,5.91350300563827
487,Private room,2,1.0,1.0,0,13.74113,100.58628,0,0.0,1.0,bath,6.907755278982137
488,Entire home/apt,4,1.0,2.0,90,13.71367,100.46775,35,4.74,1.0,bath,6.396929655216146
489,Entire home/apt,2,1.0,1.0,100,13.73008,100.51486,17,4.94,1.0,bath,7.701652362642226
490,Entire home/apt,2,1.0,1.0,0,13.92239,100.64996,0,0.0,1.0,bath,8.044626279767337
491,Entire home/apt,2,1.0,1.0,0,13.72457,100.53187,2,4.5,1.0,bath,7.313220387090301
492,Entire home/apt,2,1.0,1.0,100,13.71166,100.50196,91,4.87,1.0,bath,7.035268599281097
493,Entire home/apt,4,2.0,2.0,0,13.72091,100.54255,0,0.0,2.0,bath,8.160518247477505
494,Entire home/apt,2,1.0,1.0,100,13.78733,100.47119,1,4.0,1.0,bath,6.476972362889683
495,Private room,2,1.0,1.0,90,13.73585,100.63139,4,4.25,1.0,private bath,6.802394763324311
497,Private room,2,1.0,1.0,0,13.74393,100.56986,0,0.0,1.0,bath,7.495541943884256
498,Private room,2,1.0,1.0,98,13.73421,100.52163,7,4.29,1.0,bath,7.313220387090301
499,Private room,2,1.0,1.0,100,13.74371,100.54369,7,4.14,1.0,bath,7.57198844937744
500,Entire home/apt,2,1.0,1.0,0,13.67212,100.60701,13,4.83,1.0,bath,7.170119543449628
501,Private room,2,1.0,2.0,98,13.73276,100.52332,11,4.45,1.0,bath,6.551080335043404
502,Private room,6,1.0,3.0,0,13.78044,100.54211,0,0.0,2.5,bath,8.633018756921828
503,Entire home/apt,2,1.0,1.0,100,13.7209,100.49248,36,4.56,1.0,bath,7.10002716662926
504,Shared room,4,1.0,1.0,100,13.76011,100.49973,2,5.0,0.0,shared bath,6.395261598115449
505,Private room,2,1.0,1.0,86,13.72234,100.50351,224,4.74,1.0,bath,7.313220387090301
506,Entire home/apt,2,1.0,1.0,90,13.7322,100.58305,75,4.93,1.0,bath,7.1308988302963465
507,Entire home/apt,16,6.0,10.0,100,13.71247,100.52265,166,4.66,4.0,bath,8.822911626354117
508,Entire home/apt,3,1.0,2.0,88,13.73701,100.55193,63,4.43,1.0,bath,6.897704943128636
509,Shared room,8,1.0,1.0,100,13.75972,100.49995,3,4.67,1.0,shared bath,6.175867270105761
510,Entire home/apt,1,5.0,2.0,0,13.72167,100.7386,17,3.76,1.0,bath,8.517193191416238
511,Private room,2,1.0,1.0,98,13.73297,100.52147,15,4.47,1.0,bath,6.551080335043404
512,Private room,2,1.0,1.0,0,13.77608,100.48508,0,0.0,1.0,bath,6.684611727667927
513,Private room,2,1.0,1.0,100,13.74465,100.54311,2,3.0,1.0,bath,7.593877844605118
514,Entire home/apt,2,1.0,1.0,100,13.74742,100.60496,12,4.75,1.0,bath,6.489204931325317
515,Private room,3,1.0,1.0,100,13.78662,100.55299,5,5.0,1.0,private bath,7.306531398939505
516,Private room,2,1.0,1.0,0,13.77588,100.56033,0,0.0,1.0,bath,6.551080335043404
517,Private room,2,1.0,1.0,100,13.78689,100.5475,0,0.0,1.0,bath,7.080026499922591
518,Entire home/apt,4,1.0,1.0,100,13.73924,100.54015,153,4.49,1.5,bath,8.00469951054955
519,Entire home/apt,2,1.0,2.0,100,13.71228,100.51328,295,4.78,1.0,bath,6.717804695023691
520,Private room,6,1.0,6.0,0,13.78376,100.49821,0,0.0,2.0,bath,7.090076835776092
